drug_dose,bacteria_strain,bluelight_bluelight,bluelight_poststim,bluelight_prestim,camera_serial,cave_humidity_percent,cave_temp_oC,cave_time,comments,date_bleached_yyyymmdd,date_plates_poured_yyyymmdd,date_refed_yyyymmdd,date_yyyymmdd,days_in_diapause,destination_slot,destination_well,drug_code,drug_type,end_column,end_row,end_well,featuresN_filename,file_id_bluelight,file_id_poststim,file_id_prestim,imaging_plate_column,imaging_plate_drug_concentration,imaging_plate_drug_concentration_units,imaging_plate_id,imaging_plate_row,imaging_run_number,imgstore_name_bluelight,imgstore_name_poststim,imgstore_name_prestim,instrument_name,is_bad_well_day,is_bad_well_from_gui,is_bad_well_robot,is_good_well,library_plate_number,media_type,middle_wormsorter_time,n_skeletons_bluelight,n_skeletons_poststim,n_skeletons_prestim,number_worms_per_well,recording_time,robot_run_number,robot_runlog_filename,robot_runlog_id,shuffled_plate_id,source_plate_column,source_plate_id_day,source_plate_id_robot,source_plate_name,source_plate_number,source_robotslot,source_well,start_column,start_row,start_well,volume,well_name,worm_strain,wormsorter_end_time,wormsorter_start_time,MOA_general,MOA_specific,MOA_group
0.0,OP50,bluelight,poststim,prestim,22436248.0,,,17:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,11.0,H7,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run8_prestim_20200205_174258.22436248/metadata_featuresN.hdf5,3246.0,3276.0,3306.0,7.0,0.0,na,L01_sh03_08,H,8.0,20200205/syngenta_run8_bluelight_20200205_174804.22436248,20200205/syngenta_run8_poststim_20200205_175409.22436248,20200205/syngenta_run8_prestim_20200205_174258.22436248,Hydra05,False,False,False,1.0,1.0,LPNGM,13:40,5743.0,4931.0,4666.0,3.0,17:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L01_sh03,12.0,L01_sh03,L01,Syngenta3doses_01,1.0,10.0,H12,1.0,A,A1,15.0,H7,JT11398,13:50,13:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22436248.0,,,18:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,11.0,H7,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run10_prestim_20200205_184253.22436248/metadata_featuresN.hdf5,2292.0,2322.0,2352.0,7.0,0.0,na,L01_sh03_10,H,10.0,20200205/syngenta_run10_bluelight_20200205_184759.22436248,20200205/syngenta_run10_poststim_20200205_185404.22436248,20200205/syngenta_run10_prestim_20200205_184253.22436248,Hydra05,False,False,False,1.0,1.0,LPNGM,14:40,8401.0,7468.0,6615.0,3.0,18:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L01_sh03,12.0,L01_sh03,L01,Syngenta3doses_01,1.0,10.0,H12,1.0,A,A1,15.0,H7,JU775,14:50,14:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956805.0,,,19:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,11.0,H7,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run13_prestim_20200205_200902.22956805/metadata_featuresN.hdf5,2544.0,2562.0,2580.0,7.0,0.0,na,L01_sh03_13,H,13.0,20200205/syngenta_run13_bluelight_20200205_201408.22956805,20200205/syngenta_run13_poststim_20200205_202013.22956805,20200205/syngenta_run13_prestim_20200205_200902.22956805,Hydra01,False,False,False,1.0,1.0,LPNGM,16:10,12076.0,7668.0,12572.0,3.0,20:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L01_sh03,12.0,L01_sh03,L01,Syngenta3doses_01,1.0,10.0,H12,1.0,A,A1,15.0,H7,ED3017,16:20,16:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956806.0,,,13:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run1_prestim_20200205_141024.22956806/metadata_featuresN.hdf5,2598.0,2628.0,2658.0,12.0,0.0,na,L02_sh01_01,H,1.0,20200205/syngenta_run1_bluelight_20200205_141530.22956806,20200205/syngenta_run1_poststim_20200205_142135.22956806,20200205/syngenta_run1_prestim_20200205_141024.22956806,Hydra02,False,False,False,1.0,2.0,LPNGM,10:10,13299.0,9781.0,14551.0,3.0,14:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,MY16,10:20,10:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956840.0,,,14:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run3_prestim_20200205_151023.22956840/metadata_featuresN.hdf5,2795.0,2825.0,2855.0,12.0,0.0,na,L02_sh01_03,H,3.0,20200205/syngenta_run3_bluelight_20200205_151529.22956840,20200205/syngenta_run3_poststim_20200205_152134.22956840,20200205/syngenta_run3_prestim_20200205_151023.22956840,Hydra03,False,False,False,1.0,2.0,LPNGM,11:10,9064.0,9794.0,7912.0,3.0,15:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,CB4856,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956840.0,,,15:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run5_prestim_20200205_161016.22956840/metadata_featuresN.hdf5,2975.0,3005.0,3035.0,12.0,0.0,na,L02_sh01_05,H,5.0,20200205/syngenta_run5_bluelight_20200205_161522.22956840,20200205/syngenta_run5_poststim_20200205_162127.22956840,20200205/syngenta_run5_prestim_20200205_161016.22956840,Hydra03,False,False,False,1.0,2.0,LPNGM,12:10,19658.0,11740.0,16911.0,3.0,16:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,DL238,12:20,12:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956809.0,,,16:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run7_prestim_20200205_170815.22956809/metadata_featuresN.hdf5,3132.0,3162.0,3192.0,12.0,0.0,na,L02_sh01_07,H,7.0,20200205/syngenta_run7_bluelight_20200205_171321.22956809,20200205/syngenta_run7_poststim_20200205_171926.22956809,20200205/syngenta_run7_prestim_20200205_170815.22956809,Hydra04,False,False,False,1.0,2.0,LPNGM,13:10,5450.0,10069.0,8393.0,3.0,17:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,JT11398,13:20,13:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956809.0,,,17:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run9_prestim_20200205_180801.22956809/metadata_featuresN.hdf5,3312.0,3342.0,3371.0,12.0,0.0,na,L02_sh01_09,H,9.0,20200205/syngenta_run9_bluelight_20200205_181307.22956809,20200205/syngenta_run9_poststim_20200205_181912.22956809,20200205/syngenta_run9_prestim_20200205_180801.22956809,Hydra04,False,False,False,1.0,2.0,LPNGM,14:10,20747.0,14764.0,14457.0,3.0,18:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,JU775,14:20,14:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22594548.0,,,18:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run11_prestim_20200205_191303.22594548/metadata_featuresN.hdf5,2385.0,2415.0,2445.0,12.0,0.0,na,L02_sh01_11,H,11.0,20200205/syngenta_run11_bluelight_20200205_191809.22594548,20200205/syngenta_run11_poststim_20200205_192414.22594548,20200205/syngenta_run11_prestim_20200205_191303.22594548,Hydra05,False,False,False,1.0,2.0,LPNGM,15:10,18004.0,15004.0,15004.0,3.0,19:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L02_sh01,10.0,L02_sh01,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H12,ED3017,15:20,15:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956832.0,,,14:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run2_prestim_20200205_143912.22956832/metadata_featuresN.hdf5,2699.0,2729.0,2759.0,10.0,0.0,na,L02_sh02_02,H,2.0,20200205/syngenta_run2_bluelight_20200205_144418.22956832,20200205/syngenta_run2_poststim_20200205_145023.22956832,20200205/syngenta_run2_prestim_20200205_143912.22956832,Hydra01,False,False,False,1.0,2.0,LPNGM,10:40,10677.0,10604.0,9504.0,3.0,14:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,MY16,10:50,10:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956832.0,,,15:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run4_prestim_20200205_153906.22956832/metadata_featuresN.hdf5,2879.0,2909.0,2939.0,10.0,0.0,na,L02_sh02_04,H,4.0,20200205/syngenta_run4_bluelight_20200205_154412.22956832,20200205/syngenta_run4_poststim_20200205_155017.22956832,20200205/syngenta_run4_prestim_20200205_153906.22956832,Hydra01,False,False,False,1.0,2.0,LPNGM,11:40,4668.0,7443.0,3779.0,3.0,15:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,CB4856,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956806.0,,,17:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run8_prestim_20200205_173852.22956806/metadata_featuresN.hdf5,3228.0,3258.0,3288.0,10.0,0.0,na,L02_sh02_08,H,8.0,20200205/syngenta_run8_bluelight_20200205_174358.22956806,20200205/syngenta_run8_poststim_20200205_175003.22956806,20200205/syngenta_run8_prestim_20200205_173852.22956806,Hydra02,False,False,False,1.0,2.0,LPNGM,13:40,11582.0,9245.0,8483.0,3.0,17:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,JT11398,13:50,13:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956840.0,,,18:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run10_prestim_20200205_184012.22956840/metadata_featuresN.hdf5,2291.0,2321.0,2351.0,10.0,0.0,na,L02_sh02_10,H,10.0,20200205/syngenta_run10_bluelight_20200205_184518.22956840,20200205/syngenta_run10_poststim_20200205_185123.22956840,20200205/syngenta_run10_prestim_20200205_184012.22956840,Hydra03,False,False,False,1.0,2.0,LPNGM,14:40,3458.0,6804.0,4949.0,3.0,18:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,JU775,14:50,14:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22436248.0,,,15:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run4_prestim_20200205_154250.22436248/metadata_featuresN.hdf5,2886.0,2916.0,2946.0,8.0,0.0,na,L02_sh03_04,H,4.0,20200205/syngenta_run4_bluelight_20200205_154756.22436248,20200205/syngenta_run4_poststim_20200205_155401.22436248,20200205/syngenta_run4_prestim_20200205_154250.22436248,Hydra05,False,False,False,1.0,2.0,LPNGM,11:40,7405.0,7501.0,7413.0,3.0,15:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,CB4856,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22436248.0,,,16:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run6_prestim_20200205_164256.22436248/metadata_featuresN.hdf5,3066.0,3096.0,3126.0,8.0,0.0,na,L02_sh03_06,H,6.0,20200205/syngenta_run6_bluelight_20200205_164802.22436248,20200205/syngenta_run6_poststim_20200205_165407.22436248,20200205/syngenta_run6_prestim_20200205_164256.22436248,Hydra05,False,False,False,1.0,2.0,LPNGM,12:40,7697.0,6158.0,4568.0,3.0,16:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,DL238,12:50,12:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956805.0,,,17:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run9_prestim_20200205_180910.22956805/metadata_featuresN.hdf5,3324.0,3354.0,3383.0,8.0,0.0,na,L02_sh03_09,H,9.0,20200205/syngenta_run9_bluelight_20200205_181416.22956805,20200205/syngenta_run9_poststim_20200205_182021.22956805,20200205/syngenta_run9_prestim_20200205_180910.22956805,Hydra01,False,False,False,1.0,2.0,LPNGM,14:10,17214.0,13087.0,17070.0,3.0,18:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,JT11398,14:20,14:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956805.0,,,18:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run11_prestim_20200205_190918.22956805/metadata_featuresN.hdf5,2370.0,2400.0,2430.0,8.0,0.0,na,L02_sh03_11,H,11.0,20200205/syngenta_run11_bluelight_20200205_191424.22956805,20200205/syngenta_run11_poststim_20200205_192029.22956805,20200205/syngenta_run11_prestim_20200205_190918.22956805,Hydra01,False,False,False,1.0,2.0,LPNGM,15:10,3143.0,6853.0,8761.0,3.0,19:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,JU775,15:20,15:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956829.0,,,19:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run13_prestim_20200205_200840.22956829/metadata_featuresN.hdf5,2540.0,2558.0,2576.0,8.0,0.0,na,L02_sh03_13,H,13.0,20200205/syngenta_run13_bluelight_20200205_201346.22956829,20200205/syngenta_run13_poststim_20200205_201951.22956829,20200205/syngenta_run13_prestim_20200205_200840.22956829,Hydra02,False,False,False,1.0,2.0,LPNGM,16:10,9001.0,7501.0,7483.0,3.0,20:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,ED3017,16:20,16:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956840.0,,,13:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run1_prestim_20200205_141150.22956840/metadata_featuresN.hdf5,2615.0,2645.0,2675.0,10.0,0.0,na,L03_sh01_01,H,1.0,20200205/syngenta_run1_bluelight_20200205_141656.22956840,20200205/syngenta_run1_poststim_20200205_142301.22956840,20200205/syngenta_run1_prestim_20200205_141150.22956840,Hydra03,False,False,False,1.0,3.0,LPNGM,10:10,4868.0,2984.0,2993.0,3.0,14:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,MY16,10:20,10:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956809.0,,,14:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run3_prestim_20200205_150810.22956809/metadata_featuresN.hdf5,2772.0,2802.0,2832.0,10.0,0.0,na,L03_sh01_03,H,3.0,20200205/syngenta_run3_bluelight_20200205_151316.22956809,20200205/syngenta_run3_poststim_20200205_151921.22956809,20200205/syngenta_run3_prestim_20200205_150810.22956809,Hydra04,False,False,False,1.0,3.0,LPNGM,11:10,14106.0,11158.0,13462.0,3.0,15:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,CB4856,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956809.0,,,15:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run5_prestim_20200205_160802.22956809/metadata_featuresN.hdf5,2952.0,2982.0,3012.0,10.0,0.0,na,L03_sh01_05,H,5.0,20200205/syngenta_run5_bluelight_20200205_161308.22956809,20200205/syngenta_run5_poststim_20200205_161913.22956809,20200205/syngenta_run5_prestim_20200205_160802.22956809,Hydra04,False,False,False,1.0,3.0,LPNGM,12:10,9001.0,7499.0,4902.0,3.0,16:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,DL238,12:20,12:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22594548.0,,,16:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run7_prestim_20200205_171310.22594548/metadata_featuresN.hdf5,3159.0,3189.0,3219.0,10.0,0.0,na,L03_sh01_07,H,7.0,20200205/syngenta_run7_bluelight_20200205_171816.22594548,20200205/syngenta_run7_poststim_20200205_172421.22594548,20200205/syngenta_run7_prestim_20200205_171310.22594548,Hydra05,False,False,False,1.0,3.0,LPNGM,13:10,5475.0,2906.0,2814.0,3.0,17:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,JT11398,13:20,13:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22594548.0,,,17:40,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run9_prestim_20200205_181256.22594548/metadata_featuresN.hdf5,3339.0,3369.0,3398.0,10.0,0.0,na,L03_sh01_09,H,9.0,20200205/syngenta_run9_bluelight_20200205_181802.22594548,20200205/syngenta_run9_poststim_20200205_182407.22594548,20200205/syngenta_run9_prestim_20200205_181256.22594548,Hydra05,False,False,False,1.0,3.0,LPNGM,14:10,13553.0,12072.0,10115.0,3.0,18:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,JU775,14:20,14:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956832.0,,,19:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run12_prestim_20200205_193951.22956832/metadata_featuresN.hdf5,2465.0,2495.0,2525.0,10.0,0.0,na,L03_sh01_12,H,12.0,20200205/syngenta_run12_bluelight_20200205_194457.22956832,20200205/syngenta_run12_poststim_20200205_195102.22956832,20200205/syngenta_run12_prestim_20200205_193951.22956832,Hydra01,False,False,False,1.0,3.0,LPNGM,15:40,8212.0,6813.0,7501.0,3.0,19:40,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,ED3017,15:50,15:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956837.0,,,15:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run4_prestim_20200205_153844.22956837/metadata_featuresN.hdf5,2872.0,2902.0,2932.0,4.0,0.0,na,L03_sh02_04,H,4.0,20200205/syngenta_run4_bluelight_20200205_154350.22956837,20200205/syngenta_run4_poststim_20200205_154955.22956837,20200205/syngenta_run4_prestim_20200205_153844.22956837,Hydra02,False,False,False,1.0,3.0,LPNGM,11:40,15185.0,4161.0,14901.0,3.0,15:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L03_sh02,10.0,L03_sh02,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H4,CB4856,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956833.0,,,17:10,,20200121.0,20200128.0,20200202.0,20200205.0,2.0,5.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200205/syngenta_run8_prestim_20200205_174017.22956833/metadata_featuresN.hdf5,3244.0,3274.0,3304.0,4.0,0.0,na,L03_sh02_08,H,8.0,20200205/syngenta_run8_bluelight_20200205_174523.22956833,20200205/syngenta_run8_poststim_20200205_175128.22956833,20200205/syngenta_run8_prestim_20200205_174017.22956833,Hydra03,False,False,False,1.0,3.0,LPNGM,13:40,8774.0,2654.0,3259.0,3.0,17:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L03_sh02,10.0,L03_sh02,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H4,JT11398,13:50,13:30,NoCompound,,-1
